year,month,species_id,rodent_type,plot_type,captures
1995,9,RM,Granivore,Long-term Krat Exclosure,0.06451612903225806
1995,10,DM,Kangaroo Rat,Control,1.064516129032258
1995,10,PF,Granivore,Control,0.3870967741935484
1995,10,PF,Granivore,Long-term Krat Exclosure,0.25806451612903225
1995,10,PP,Granivore,Control,0.5806451612903226
1995,10,PP,Granivore,Long-term Krat Exclosure,0.6451612903225806
1995,10,RM,Granivore,Control,0.03225806451612903
1995,12,DM,Kangaroo Rat,Control,2.193548387096774
1995,12,DM,Kangaroo Rat,Long-term Krat Exclosure,0.06451612903225806
1995,12,DO,Kangaroo Rat,Control,0.0967741935483871
1995,12,DO,Kangaroo Rat,Long-term Krat Exclosure,0.0967741935483871
1995,12,PF,Granivore,Control,0.4838709677419355
1995,12,PF,Granivore,Long-term Krat Exclosure,0.25806451612903225
1995,12,PM,Granivore,Control,0.03225806451612903
1995,12,PM,Granivore,Long-term Krat Exclosure,0.03225806451612903
1995,12,PP,Granivore,Control,0.0967741935483871
1995,12,PP,Granivore,Long-term Krat Exclosure,0.5161290322580645
1995,12,RM,Granivore,Control,0.0967741935483871
1995,12,RM,Granivore,Long-term Krat Exclosure,0.22580645161290322
1996,1,DM,Kangaroo Rat,Control,1.2903225806451613
1996,1,DM,Kangaroo Rat,Long-term Krat Exclosure,0.0967741935483871
