year,month,species_id,rodent_type,plot_type,captures
1996,1,DO,Kangaroo Rat,Control,0.25806451612903225
1996,1,DO,Kangaroo Rat,Long-term Krat Exclosure,0.0967741935483871
1996,1,PE,Granivore,Control,0.06451612903225806
1996,1,PE,Granivore,Long-term Krat Exclosure,0.03225806451612903
1996,1,PF,Granivore,Control,0.16129032258064516
1996,1,PF,Granivore,Long-term Krat Exclosure,0.22580645161290322
1996,1,PM,Granivore,Long-term Krat Exclosure,0.03225806451612903
1996,1,PP,Granivore,Long-term Krat Exclosure,0.0967741935483871
1996,1,RM,Granivore,Control,0.03225806451612903
1996,1,RM,Granivore,Long-term Krat Exclosure,0.03225806451612903
1996,2,DM,Kangaroo Rat,Control,1.3548387096774193
1996,2,DM,Kangaroo Rat,Long-term Krat Exclosure,0.0967741935483871
1996,2,DO,Kangaroo Rat,Control,0.25806451612903225
1996,2,DO,Kangaroo Rat,Long-term Krat Exclosure,0.12903225806451613
1996,2,PE,Granivore,Control,0.12903225806451613
1996,2,PE,Granivore,Long-term Krat Exclosure,0.06451612903225806
1996,2,PF,Granivore,Control,0.2903225806451613
1996,2,PF,Granivore,Long-term Krat Exclosure,0.22580645161290322
1996,2,PM,Granivore,Control,0.06451612903225806
1996,2,PP,Granivore,Control,0.06451612903225806
1996,2,PP,Granivore,Long-term Krat Exclosure,0.1935483870967742
1996,2,RM,Granivore,Control,0.06451612903225806
1996,2,RM,Granivore,Long-term Krat Exclosure,0.06451612903225806
1996,3,DM,Kangaroo Rat,Control,0.8064516129032258
1996,3,DM,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1996,3,DO,Kangaroo Rat,Control,0.16129032258064516
1996,3,DO,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1996,3,PE,Granivore,Control,0.16129032258064516
1996,3,PE,Granivore,Long-term Krat Exclosure,0.03225806451612903
1996,3,PF,Granivore,Control,0.12903225806451613
1996,3,PF,Granivore,Long-term Krat Exclosure,0.1935483870967742
1996,3,PM,Granivore,Control,0.0967741935483871
1996,3,PM,Granivore,Long-term Krat Exclosure,0.06451612903225806
1996,3,PP,Granivore,Control,0.25806451612903225
1996,3,PP,Granivore,Long-term Krat Exclosure,0.25806451612903225
1996,3,RM,Granivore,Control,0.12903225806451613
1996,3,RM,Granivore,Long-term Krat Exclosure,0.12903225806451613
1996,4,DM,Kangaroo Rat,Control,1.2258064516129032
1996,4,DM,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1996,4,DO,Kangaroo Rat,Control,0.3870967741935484
1996,4,DO,Kangaroo Rat,Long-term Krat Exclosure,0.16129032258064516
1996,4,PE,Granivore,Control,0.0967741935483871
1996,4,PE,Granivore,Long-term Krat Exclosure,0.06451612903225806
1996,4,PF,Granivore,Control,0.4838709677419355
1996,4,PF,Granivore,Long-term Krat Exclosure,0.6451612903225806
1996,4,PM,Granivore,Control,0.06451612903225806
1996,4,PP,Granivore,Control,0.41935483870967744
1996,4,PP,Granivore,Long-term Krat Exclosure,0.6774193548387096
1996,4,RM,Granivore,Control,0.2903225806451613
1996,4,RM,Granivore,Long-term Krat Exclosure,0.12903225806451613
1996,5,DM,Kangaroo Rat,Control,1
1996,5,DM,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1996,5,DO,Kangaroo Rat,Control,0.0967741935483871
1996,5,DO,Kangaroo Rat,Long-term Krat Exclosure,0.0967741935483871
1996,5,PE,Granivore,Control,0.06451612903225806
1996,5,PF,Granivore,Control,0.22580645161290322
1996,5,PF,Granivore,Long-term Krat Exclosure,0.45161290322580644
1996,5,PP,Granivore,Control,0.16129032258064516
1996,5,PP,Granivore,Long-term Krat Exclosure,0.4838709677419355
1996,5,RM,Granivore,Long-term Krat Exclosure,0.03225806451612903
1996,6,DM,Kangaroo Rat,Control,0.8064516129032258
1996,6,DM,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1996,6,DO,Kangaroo Rat,Control,0.2903225806451613
1996,6,DO,Kangaroo Rat,Long-term Krat Exclosure,0.06451612903225806
1996,6,PE,Granivore,Control,0.03225806451612903
1996,6,PE,Granivore,Long-term Krat Exclosure,0.03225806451612903
1996,6,PF,Granivore,Control,0.2903225806451613
1996,6,PF,Granivore,Long-term Krat Exclosure,0.41935483870967744
1996,6,PM,Granivore,Control,0.0967741935483871
1996,6,PP,Granivore,Control,0.3225806451612903
1996,6,PP,Granivore,Long-term Krat Exclosure,0.5483870967741935
1996,6,RM,Granivore,Long-term Krat Exclosure,0.03225806451612903
1996,7,DM,Kangaroo Rat,Control,0.5483870967741935
1996,7,DM,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1996,7,DO,Kangaroo Rat,Control,0.1935483870967742
1996,7,DO,Kangaroo Rat,Long-term Krat Exclosure,0.0967741935483871
1996,7,PF,Granivore,Control,0.2903225806451613
1996,7,PF,Granivore,Long-term Krat Exclosure,0.12903225806451613
1996,7,PP,Granivore,Control,0.25806451612903225
1996,7,PP,Granivore,Long-term Krat Exclosure,0.5161290322580645
1996,8,DM,Kangaroo Rat,Control,0.5806451612903226
1996,8,DM,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1996,8,DO,Kangaroo Rat,Control,0.0967741935483871
1996,8,DO,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1996,8,PF,Granivore,Control,0.0967741935483871
1996,8,PP,Granivore,Control,0.4838709677419355
1996,8,PP,Granivore,Long-term Krat Exclosure,0.6129032258064516
1996,9,DM,Kangaroo Rat,Control,1.064516129032258
1996,9,DM,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1996,9,DO,Kangaroo Rat,Control,0.16129032258064516
1996,9,PF,Granivore,Control,0.3225806451612903
1996,9,PF,Granivore,Long-term Krat Exclosure,0.12903225806451613
1996,9,PP,Granivore,Control,0.3548387096774194
1996,9,PP,Granivore,Long-term Krat Exclosure,0.3870967741935484
1996,10,DM,Kangaroo Rat,Control,1.032258064516129
1996,10,DO,Kangaroo Rat,Control,0.12903225806451613
1996,10,DO,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1996,10,PF,Granivore,Control,0.2903225806451613
1996,10,PF,Granivore,Long-term Krat Exclosure,0.12903225806451613
1996,10,PP,Granivore,Control,0.0967741935483871
1996,10,PP,Granivore,Long-term Krat Exclosure,0.1935483870967742
1996,11,DM,Kangaroo Rat,Control,1.096774193548387
1996,11,DM,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1996,11,DO,Kangaroo Rat,Control,0.16129032258064516
1996,11,DO,Kangaroo Rat,Long-term Krat Exclosure,0.06451612903225806
1996,11,PE,Granivore,Control,0.06451612903225806
1996,11,PE,Granivore,Long-term Krat Exclosure,0.03225806451612903
1996,11,PF,Granivore,Control,0.2903225806451613
1996,11,PF,Granivore,Long-term Krat Exclosure,0.0967741935483871
1996,11,PM,Granivore,Control,0.03225806451612903
1996,11,PM,Granivore,Long-term Krat Exclosure,0.03225806451612903
1996,11,PP,Granivore,Long-term Krat Exclosure,0.03225806451612903
1996,11,RM,Granivore,Control,0.03225806451612903
1996,11,RM,Granivore,Long-term Krat Exclosure,0.0967741935483871
1996,12,DM,Kangaroo Rat,Control,1.2258064516129032
1996,12,DM,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1996,12,DO,Kangaroo Rat,Control,0.22580645161290322
1996,12,DO,Kangaroo Rat,Long-term Krat Exclosure,0.06451612903225806
1996,12,PF,Granivore,Control,0.0967741935483871
1996,12,PF,Granivore,Long-term Krat Exclosure,0.12903225806451613
1996,12,PM,Granivore,Control,0.06451612903225806
1996,12,PM,Granivore,Long-term Krat Exclosure,0.0967741935483871
1996,12,RM,Granivore,Control,0.06451612903225806
1996,12,RM,Granivore,Long-term Krat Exclosure,0.12903225806451613
1997,2,DM,Kangaroo Rat,Control,2.032258064516129
1997,2,DM,Kangaroo Rat,Long-term Krat Exclosure,0.0967741935483871
1997,2,DO,Kangaroo Rat,Control,0.3548387096774194
1997,2,DO,Kangaroo Rat,Long-term Krat Exclosure,0.16129032258064516
1997,2,PE,Granivore,Control,0.03225806451612903
1997,2,PF,Granivore,Control,0.1935483870967742
1997,2,PF,Granivore,Long-term Krat Exclosure,0.3225806451612903
1997,2,PM,Granivore,Control,0.12903225806451613
1997,2,PM,Granivore,Long-term Krat Exclosure,0.06451612903225806
1997,2,RM,Granivore,Control,0.22580645161290322
1997,2,RM,Granivore,Long-term Krat Exclosure,0.3548387096774194
1997,3,DM,Kangaroo Rat,Control,2.3225806451612905
1997,3,DM,Kangaroo Rat,Long-term Krat Exclosure,0.06451612903225806
1997,3,DO,Kangaroo Rat,Control,0.41935483870967744
1997,3,DO,Kangaroo Rat,Long-term Krat Exclosure,0.0967741935483871
1997,3,PE,Granivore,Control,0.06451612903225806
1997,3,PE,Granivore,Long-term Krat Exclosure,0.06451612903225806
1997,3,PF,Granivore,Control,0.3870967741935484
1997,3,PF,Granivore,Long-term Krat Exclosure,0.1935483870967742
1997,3,PM,Granivore,Control,0.0967741935483871
1997,3,PM,Granivore,Long-term Krat Exclosure,0.06451612903225806
1997,3,PP,Granivore,Control,0.1935483870967742
1997,3,PP,Granivore,Long-term Krat Exclosure,0.0967741935483871
1997,3,RM,Granivore,Control,0.2903225806451613
1997,3,RM,Granivore,Long-term Krat Exclosure,0.12903225806451613
1997,4,DM,Kangaroo Rat,Control,1.5161290322580645
1997,4,DM,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1997,4,DO,Kangaroo Rat,Control,0.2903225806451613
1997,4,DO,Kangaroo Rat,Long-term Krat Exclosure,0.0967741935483871
1997,4,PE,Granivore,Control,0.03225806451612903
1997,4,PE,Granivore,Long-term Krat Exclosure,0.03225806451612903
1997,4,PF,Granivore,Control,0.22580645161290322
1997,4,PF,Granivore,Long-term Krat Exclosure,0.4838709677419355
1997,4,PM,Granivore,Control,0.1935483870967742
1997,4,PM,Granivore,Long-term Krat Exclosure,0.1935483870967742
1997,4,PP,Granivore,Control,0.8064516129032258
1997,4,PP,Granivore,Long-term Krat Exclosure,0.6129032258064516
1997,4,RM,Granivore,Control,0.3225806451612903
1997,4,RM,Granivore,Long-term Krat Exclosure,0.1935483870967742
1997,5,DM,Kangaroo Rat,Control,1.1935483870967742
1997,5,DM,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1997,5,DO,Kangaroo Rat,Control,0.45161290322580644
1997,5,DO,Kangaroo Rat,Long-term Krat Exclosure,0.12903225806451613
1997,5,PE,Granivore,Control,0.03225806451612903
1997,5,PF,Granivore,Control,0.12903225806451613
1997,5,PF,Granivore,Long-term Krat Exclosure,0.25806451612903225
1997,5,PM,Granivore,Control,0.22580645161290322
1997,5,PM,Granivore,Long-term Krat Exclosure,0.22580645161290322
1997,5,PP,Granivore,Control,0.4838709677419355
1997,5,PP,Granivore,Long-term Krat Exclosure,0.5483870967741935
1997,5,RM,Granivore,Control,0.03225806451612903
1997,5,RM,Granivore,Long-term Krat Exclosure,0.06451612903225806
1997,6,DM,Kangaroo Rat,Control,1.4838709677419355
1997,6,DM,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1997,6,DO,Kangaroo Rat,Control,0.3548387096774194
1997,6,DO,Kangaroo Rat,Long-term Krat Exclosure,0.0967741935483871
1997,6,PE,Granivore,Control,0.03225806451612903
1997,6,PF,Granivore,Control,0.1935483870967742
1997,6,PF,Granivore,Long-term Krat Exclosure,0.1935483870967742
1997,6,PM,Granivore,Control,0.22580645161290322
1997,6,PM,Granivore,Long-term Krat Exclosure,0.25806451612903225
1997,6,PP,Granivore,Control,0.5806451612903226
1997,6,PP,Granivore,Long-term Krat Exclosure,0.5483870967741935
1997,6,RM,Granivore,Long-term Krat Exclosure,0.03225806451612903
1997,7,DM,Kangaroo Rat,Control,2.4838709677419355
1997,7,DM,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1997,7,DO,Kangaroo Rat,Control,0.8709677419354839
1997,7,DO,Kangaroo Rat,Long-term Krat Exclosure,0.12903225806451613
1997,7,DS,Kangaroo Rat,Control,0.06451612903225806
1997,7,PE,Granivore,Long-term Krat Exclosure,0.03225806451612903
1997,7,PF,Granivore,Control,0.41935483870967744
1997,7,PF,Granivore,Long-term Krat Exclosure,0.45161290322580644
1997,7,PM,Granivore,Control,0.25806451612903225
1997,7,PM,Granivore,Long-term Krat Exclosure,0.2903225806451613
1997,7,PP,Granivore,Control,1.3225806451612903
1997,7,PP,Granivore,Long-term Krat Exclosure,1.1612903225806452
1997,7,RM,Granivore,Control,0.03225806451612903
1997,7,RM,Granivore,Long-term Krat Exclosure,0.06451612903225806
1997,9,DM,Kangaroo Rat,Control,0.967741935483871
1997,9,DO,Kangaroo Rat,Control,0.3225806451612903
1997,9,DO,Kangaroo Rat,Long-term Krat Exclosure,0.06451612903225806
1997,9,DS,Kangaroo Rat,Control,0.03225806451612903
1997,9,PF,Granivore,Control,0.0967741935483871
1997,9,PF,Granivore,Long-term Krat Exclosure,0.16129032258064516
1997,9,PM,Granivore,Control,0.16129032258064516
1997,9,PM,Granivore,Long-term Krat Exclosure,0.06451612903225806
1997,9,PP,Granivore,Control,0.0967741935483871
1997,9,PP,Granivore,Long-term Krat Exclosure,0.06451612903225806
1997,9,RM,Granivore,Control,0.03225806451612903
1997,10,DM,Kangaroo Rat,Control,1.2258064516129032
1997,10,DO,Kangaroo Rat,Control,0.1935483870967742
1997,10,DO,Kangaroo Rat,Long-term Krat Exclosure,0.06451612903225806
1997,10,DS,Kangaroo Rat,Control,0.03225806451612903
1997,10,PF,Granivore,Control,0.03225806451612903
1997,10,PF,Granivore,Long-term Krat Exclosure,0.03225806451612903
1997,10,PM,Granivore,Control,0.16129032258064516
1997,10,PM,Granivore,Long-term Krat Exclosure,0.22580645161290322
1997,10,PP,Granivore,Long-term Krat Exclosure,0.03225806451612903
1997,11,DM,Kangaroo Rat,Control,1.3548387096774193
1997,11,DO,Kangaroo Rat,Control,0.25806451612903225
1997,11,DO,Kangaroo Rat,Long-term Krat Exclosure,0.06451612903225806
1997,11,DS,Kangaroo Rat,Control,0.03225806451612903
1997,11,PE,Granivore,Control,0.03225806451612903
1997,11,PM,Granivore,Long-term Krat Exclosure,0.0967741935483871
1997,11,RM,Granivore,Control,0.06451612903225806
1997,11,RM,Granivore,Long-term Krat Exclosure,0.03225806451612903
1997,12,DM,Kangaroo Rat,Control,1.096774193548387
1997,12,DO,Kangaroo Rat,Control,0.1935483870967742
1997,12,DO,Kangaroo Rat,Long-term Krat Exclosure,0.06451612903225806
1997,12,DS,Kangaroo Rat,Control,0.03225806451612903
1997,12,PE,Granivore,Control,0.03225806451612903
1997,12,PM,Granivore,Long-term Krat Exclosure,0.06451612903225806
1997,12,PP,Granivore,Long-term Krat Exclosure,0.03225806451612903
1997,12,RM,Granivore,Control,0.03225806451612903
1998,1,DM,Kangaroo Rat,Control,0.7096774193548387
1998,1,DO,Kangaroo Rat,Control,0.06451612903225806
1998,1,DS,Kangaroo Rat,Control,0.03225806451612903
1998,1,PM,Granivore,Long-term Krat Exclosure,0.06451612903225806
1998,2,DM,Kangaroo Rat,Control,0.9354838709677419
1998,2,DO,Kangaroo Rat,Control,0.1935483870967742
1998,2,DO,Kangaroo Rat,Long-term Krat Exclosure,0.06451612903225806
1998,3,DM,Kangaroo Rat,Control,2.4516129032258065
1998,3,DM,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1998,3,DO,Kangaroo Rat,Control,0.41935483870967744
1998,3,DO,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1998,3,DS,Kangaroo Rat,Control,0.03225806451612903
1998,3,PF,Granivore,Long-term Krat Exclosure,0.03225806451612903
1998,3,PM,Granivore,Long-term Krat Exclosure,0.06451612903225806
1998,3,PP,Granivore,Control,0.0967741935483871
1998,3,RM,Granivore,Long-term Krat Exclosure,0.03225806451612903
1998,5,DM,Kangaroo Rat,Control,2.7419354838709675
1998,5,DO,Kangaroo Rat,Control,0.25806451612903225
1998,5,PE,Granivore,Control,0.03225806451612903
1998,5,PE,Granivore,Long-term Krat Exclosure,0.03225806451612903
1998,5,PF,Granivore,Control,0.03225806451612903
1998,5,PM,Granivore,Control,0.06451612903225806
1998,5,PM,Granivore,Long-term Krat Exclosure,0.12903225806451613
1998,5,PP,Granivore,Control,0.5483870967741935
1998,5,PP,Granivore,Long-term Krat Exclosure,0.3870967741935484
1998,6,DM,Kangaroo Rat,Control,0.9032258064516129
1998,6,DM,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1998,6,DO,Kangaroo Rat,Control,0.16129032258064516
1998,6,DS,Kangaroo Rat,Control,0.03225806451612903
1998,6,PE,Granivore,Control,0.03225806451612903
1998,6,PF,Granivore,Long-term Krat Exclosure,0.12903225806451613
1998,6,PM,Granivore,Long-term Krat Exclosure,0.03225806451612903
1998,6,PP,Granivore,Control,0.41935483870967744
1998,6,PP,Granivore,Long-term Krat Exclosure,0.1935483870967742
1998,7,DM,Kangaroo Rat,Control,0.8709677419354839
1998,7,DO,Kangaroo Rat,Control,0.0967741935483871
1998,7,DS,Kangaroo Rat,Control,0.03225806451612903
1998,7,PF,Granivore,Long-term Krat Exclosure,0.06451612903225806
1998,7,PM,Granivore,Long-term Krat Exclosure,0.06451612903225806
1998,7,PP,Granivore,Control,0.5161290322580645
1998,7,PP,Granivore,Long-term Krat Exclosure,0.1935483870967742
1998,7,RM,Granivore,Long-term Krat Exclosure,0.03225806451612903
1998,8,DM,Kangaroo Rat,Control,0.7741935483870968
1998,8,DO,Kangaroo Rat,Control,0.12903225806451613
1998,8,PF,Granivore,Control,0.03225806451612903
1998,8,PM,Granivore,Control,0.03225806451612903
1998,8,PM,Granivore,Long-term Krat Exclosure,0.06451612903225806
1998,8,PP,Granivore,Control,0.5161290322580645
1998,8,PP,Granivore,Long-term Krat Exclosure,0.3225806451612903
1998,9,DM,Kangaroo Rat,Control,0.8709677419354839
1998,9,DO,Kangaroo Rat,Control,0.25806451612903225
1998,9,DS,Kangaroo Rat,Control,0.03225806451612903
1998,9,PP,Granivore,Control,0.5806451612903226
1998,9,PP,Granivore,Long-term Krat Exclosure,0.25806451612903225
1998,10,DM,Kangaroo Rat,Control,1
1998,10,DO,Kangaroo Rat,Control,0.22580645161290322
1998,10,DS,Kangaroo Rat,Control,0.03225806451612903
1998,10,PM,Granivore,Control,0.06451612903225806
1998,10,PM,Granivore,Long-term Krat Exclosure,0.03225806451612903
1998,10,PP,Granivore,Control,0.06451612903225806
1998,10,PP,Granivore,Long-term Krat Exclosure,0.0967741935483871
1998,11,DM,Kangaroo Rat,Control,1.2903225806451613
1998,11,DM,Kangaroo Rat,Long-term Krat Exclosure,0.06451612903225806
1998,11,DO,Kangaroo Rat,Control,0.3225806451612903
1998,11,DS,Kangaroo Rat,Control,0.03225806451612903
1998,12,DM,Kangaroo Rat,Control,1.2903225806451613
1998,12,DO,Kangaroo Rat,Control,0.12903225806451613
1998,12,DS,Kangaroo Rat,Control,0.03225806451612903
1999,1,DM,Kangaroo Rat,Control,1.2258064516129032
1999,1,DO,Kangaroo Rat,Control,0.25806451612903225
1999,1,DS,Kangaroo Rat,Control,0.03225806451612903
1999,1,PE,Granivore,Control,0.03225806451612903
1999,1,PM,Granivore,Long-term Krat Exclosure,0.03225806451612903
1999,1,RM,Granivore,Control,0.03225806451612903
1999,1,RM,Granivore,Long-term Krat Exclosure,0.0967741935483871
1999,2,DM,Kangaroo Rat,Control,1.1935483870967742
1999,2,DM,Kangaroo Rat,Long-term Krat Exclosure,0.16129032258064516
1999,2,DO,Kangaroo Rat,Control,0.22580645161290322
1999,2,DS,Kangaroo Rat,Control,0.03225806451612903
1999,2,PM,Granivore,Control,0.0967741935483871
1999,2,PM,Granivore,Long-term Krat Exclosure,0.03225806451612903
1999,2,RM,Granivore,Control,0.03225806451612903
1999,3,DM,Kangaroo Rat,Control,1.1290322580645162
1999,3,DM,Kangaroo Rat,Long-term Krat Exclosure,0.12903225806451613
1999,3,DO,Kangaroo Rat,Control,0.25806451612903225
1999,3,DS,Kangaroo Rat,Control,0.03225806451612903
1999,3,PM,Granivore,Control,0.06451612903225806
1999,3,PM,Granivore,Long-term Krat Exclosure,0.06451612903225806
1999,3,RM,Granivore,Control,0.03225806451612903
1999,4,DM,Kangaroo Rat,Control,1.2580645161290323
1999,4,DM,Kangaroo Rat,Long-term Krat Exclosure,0.06451612903225806
1999,4,DO,Kangaroo Rat,Control,0.3870967741935484
1999,4,DO,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1999,4,DS,Kangaroo Rat,Control,0.06451612903225806
1999,4,PM,Granivore,Long-term Krat Exclosure,0.03225806451612903
1999,4,PP,Granivore,Control,0.12903225806451613
1999,4,PP,Granivore,Long-term Krat Exclosure,0.03225806451612903
1999,4,RM,Granivore,Long-term Krat Exclosure,0.03225806451612903
1999,5,DM,Kangaroo Rat,Control,0.8709677419354839
1999,5,DM,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1999,5,DO,Kangaroo Rat,Control,0.3225806451612903
1999,5,DS,Kangaroo Rat,Control,0.03225806451612903
1999,5,PM,Granivore,Control,0.06451612903225806
1999,5,PM,Granivore,Long-term Krat Exclosure,0.03225806451612903
1999,5,PP,Granivore,Control,0.16129032258064516
1999,5,PP,Granivore,Long-term Krat Exclosure,0.3225806451612903
1999,5,RM,Granivore,Long-term Krat Exclosure,0.06451612903225806
1999,6,DM,Kangaroo Rat,Control,0.7096774193548387
1999,6,DM,Kangaroo Rat,Long-term Krat Exclosure,0.03225806451612903
1999,6,DO,Kangaroo Rat,Control,0.25806451612903225
1999,6,DS,Kangaroo Rat,Control,0.03225806451612903
1999,6,PP,Granivore,Control,0.1935483870967742
1999,6,PP,Granivore,Long-term Krat Exclosure,0.06451612903225806
1999,9,DM,Kangaroo Rat,Control,0.06451612903225806
1999,9,PP,Granivore,Control,0.12903225806451613
1999,9,PP,Granivore,Long-term Krat Exclosure,0.12903225806451613
1999,10,DM,Kangaroo Rat,Control,0.3870967741935484
1999,10,DO,Kangaroo Rat,Control,0.12903225806451613
1999,10,PP,Granivore,Control,0.4838709677419355
1999,10,PP,Granivore,Long-term Krat Exclosure,0.12903225806451613
1999,11,DM,Kangaroo Rat,Control,0.45161290322580644
1999,11,DO,Kangaroo Rat,Control,0.06451612903225806
1999,11,PP,Granivore,Control,0.7419354838709677
1999,11,PP,Granivore,Long-term Krat Exclosure,0.25806451612903225
1999,12,DM,Kangaroo Rat,Control,0.1935483870967742
1999,12,DO,Kangaroo Rat,Control,0.0967741935483871
1999,12,PP,Granivore,Control,0.5483870967741935
1999,12,PP,Granivore,Long-term Krat Exclosure,0.1935483870967742
1999,12,RM,Granivore,Control,0.03225806451612903
2000,1,DM,Kangaroo Rat,Control,0.3870967741935484
2000,1,DO,Kangaroo Rat,Control,0.2903225806451613
2000,1,PP,Granivore,Control,0.41935483870967744
2000,1,PP,Granivore,Long-term Krat Exclosure,0.1935483870967742
2000,2,DM,Kangaroo Rat,Control,0.3870967741935484
2000,2,DO,Kangaroo Rat,Control,0.25806451612903225
2000,2,PP,Granivore,Control,0.5161290322580645
2000,2,PP,Granivore,Long-term Krat Exclosure,0.12903225806451613
2000,3,DM,Kangaroo Rat,Control,0.5483870967741935
2000,3,DO,Kangaroo Rat,Control,0.16129032258064516
2000,3,PP,Granivore,Control,0.7096774193548387
2000,3,PP,Granivore,Long-term Krat Exclosure,0.3225806451612903
2000,3,RM,Granivore,Control,0.03225806451612903
2000,4,DM,Kangaroo Rat,Control,0.5161290322580645
2000,4,DO,Kangaroo Rat,Control,0.3548387096774194
2000,4,PP,Granivore,Control,0.41935483870967744
2000,4,PP,Granivore,Long-term Krat Exclosure,0.12903225806451613
2000,6,DM,Kangaroo Rat,Control,0.4838709677419355
2000,6,DO,Kangaroo Rat,Control,0.3225806451612903
2000,6,PP,Granivore,Control,0.8064516129032258
2000,6,PP,Granivore,Long-term Krat Exclosure,0.3548387096774194
2000,7,DM,Kangaroo Rat,Control,0.7419354838709677
2000,7,DO,Kangaroo Rat,Control,0.22580645161290322
2000,7,PP,Granivore,Control,1.3870967741935485
2000,7,PP,Granivore,Long-term Krat Exclosure,0.5483870967741935
2000,8,DM,Kangaroo Rat,Control,0.6129032258064516
2000,8,DO,Kangaroo Rat,Control,0.0967741935483871
2000,8,PP,Granivore,Control,0.8709677419354839
2000,8,PP,Granivore,Long-term Krat Exclosure,0.3870967741935484
2000,9,DM,Kangaroo Rat,Control,0.7419354838709677
2000,9,DO,Kangaroo Rat,Control,0.12903225806451613
2000,9,PP,Granivore,Control,0.1935483870967742
2000,9,PP,Granivore,Long-term Krat Exclosure,0.0967741935483871
2000,11,DM,Kangaroo Rat,Control,0.6451612903225806
2000,11,DO,Kangaroo Rat,Control,0.12903225806451613
2000,11,PE,Granivore,Control,0.03225806451612903
2000,11,PE,Granivore,Long-term Krat Exclosure,0.06451612903225806
2000,11,PP,Granivore,Control,0.03225806451612903
2000,11,PP,Granivore,Long-term Krat Exclosure,0.03225806451612903
2000,11,RM,Granivore,Control,0.03225806451612903
2000,12,DM,Kangaroo Rat,Control,0.4838709677419355
2000,12,DO,Kangaroo Rat,Control,0.0967741935483871
2001,1,DM,Kangaroo Rat,Control,0.6129032258064516
2001,1,DO,Kangaroo Rat,Control,0.03225806451612903
2001,1,PP,Granivore,Long-term Krat Exclosure,0.03225806451612903
2001,1,RM,Granivore,Control,0.03225806451612903
2001,3,DM,Kangaroo Rat,Control,1.096774193548387
2001,3,PF,Granivore,Control,0.03225806451612903
2001,3,PM,Granivore,Control,0.03225806451612903
2001,3,PP,Granivore,Control,0.45161290322580644
2001,3,PP,Granivore,Long-term Krat Exclosure,0.0967741935483871
2001,3,RM,Granivore,Control,0.03225806451612903
2001,3,RM,Granivore,Long-term Krat Exclosure,0.03225806451612903
2001,4,DM,Kangaroo Rat,Control,0.6451612903225806
2001,4,DO,Kangaroo Rat,Control,0.16129032258064516
2001,4,PF,Granivore,Control,0.06451612903225806
2001,4,PF,Granivore,Long-term Krat Exclosure,0.03225806451612903
2001,4,PM,Granivore,Control,0.03225806451612903
2001,4,PP,Granivore,Control,0.25806451612903225
2001,4,PP,Granivore,Long-term Krat Exclosure,0.12903225806451613
2001,5,DM,Kangaroo Rat,Control,0.8387096774193549
2001,5,DO,Kangaroo Rat,Control,0.12903225806451613
2001,5,PE,Granivore,Control,0.03225806451612903
2001,5,PF,Granivore,Control,0.03225806451612903
2001,5,PF,Granivore,Long-term Krat Exclosure,0.03225806451612903
2001,5,PP,Granivore,Control,0.2903225806451613
2001,5,PP,Granivore,Long-term Krat Exclosure,0.06451612903225806
2001,6,DM,Kangaroo Rat,Control,0.4838709677419355
2001,6,DO,Kangaroo Rat,Control,0.06451612903225806
2001,6,PP,Granivore,Control,0.3548387096774194
2001,7,DM,Kangaroo Rat,Control,0.2903225806451613
2001,7,DO,Kangaroo Rat,Control,0.16129032258064516
2001,7,PF,Granivore,Control,0.06451612903225806
2001,7,PP,Granivore,Control,0.5806451612903226
2001,7,PP,Granivore,Long-term Krat Exclosure,0.3225806451612903
2001,8,DM,Kangaroo Rat,Control,0.8064516129032258
2001,8,DO,Kangaroo Rat,Control,0.12903225806451613
2001,8,PE,Granivore,Control,0.03225806451612903
2001,8,PF,Granivore,Control,0.06451612903225806
2001,8,PF,Granivore,Long-term Krat Exclosure,0.06451612903225806
2001,8,PP,Granivore,Control,1.064516129032258
2001,8,PP,Granivore,Long-term Krat Exclosure,0.3548387096774194
2001,9,DM,Kangaroo Rat,Control,0.9354838709677419
2001,9,DO,Kangaroo Rat,Control,0.16129032258064516
